user_id,city_clean,region,device_raw,device_brand,device_class,device_range,device_model_norm
GbibvUNiZBWIFhr6HWrfgmA6wzs2,hawassa,sidama,V2204,vivo,midrange,upper_midrange,v2204
w4cSaoqt9TWpS8LyczNgJbv9ln23,hawassa,sidama,SM-A307FN,samsung,midrange,upper_midrange,sm-a307fn
RxEO1vQJs7Peona2F3DBmRj5quI2,addis ababa,addis ababa,SM-G920F,samsung,midrange,upper_midrange,sm-g920f
t1RGDILnNdVyaOsbrY5aoMQlepx1,addis ababa,addis ababa,SM-M115F,samsung,midrange,midrange,sm-m115f
C5rRS7XxOognUId5OeFa2zyBgWG2,hawassa,sidama,SM-M135FU,samsung,midrange,midrange,sm-m135fu
FIxmNQo2WDWNOtUJcIFxqmJizq63,other,other,,other,budget,budget,
DbPZZnqd5FhoTZKVsXnxW9xEnY23,addis ababa,addis ababa,,other,budget,budget,
jO7yZGMAgGaAeZcvQYg4o3TtqQh1,hawassa,sidama,,other,budget,budget,
Wf28BLCan0duPc4S6XszX4YZWpA3,hosaina,south ethiopia,TECNO KJ5,tecno,budget,budget,tecno kj5
hgP24USBnMeiF0jkOQcHmqsdOP12,other,other,SM-T865,samsung,midrange,upper_midrange,sm-t865
lhfIrRoEeeRebK4uSuwV7y2ZrIi1,addis ababa,addis ababa,ZTE Blade A31 Lite,zte,budget,budget,zte blade a31 lite
GxiMWC4wXIdyiYqS0TipLxGulbi1,addis ababa,addis ababa,SM-M105F,samsung,midrange,midrange,sm-m105f
FhYzD76rsYXZvqzHBpDV7KFgN0f2,other,other,,other,budget,budget,
pEJ5W2a2AxNIAkhY98ZsEdv8rOD2,bale robe,oromia,TECNO KI5q,tecno,budget,budget,tecno ki5q
uQGNEe56fHTd442Xpu0PF8I5fub2,hawassa,sidama,BAH2-W19,huawei,midrange,midrange,bah2-w19
5GYYL2qLvxgoYSonDuc7Nqt7CD53,other,other,SM-T537V,samsung,midrange,upper_midrange,sm-t537v
XKaIwEFeJlh69scMsuWodatL7Nu2,addis ababa,addis ababa,itel A16 Plus,itel,budget,budget,itel a16 plus
ddSEkL8itMgeB6HZnSY37wKDYCh2,addis ababa,addis ababa,moto e(7i) power,motorola,midrange,midrange,moto e(7i) power
zkT1NdxgsnSCnoQDvIq5DsnRPR82,hawassa,sidama,ZTE 9046,zte,budget,budget,zte 9046
gNFr1ny1i7SGdxmGuN4tFKBkLmK2,other,other,SM-M336BU,samsung,midrange,upper_midrange,sm-m336bu
lJhVY8g1nXX7FysFebWTMrTT7pl2,other,other,TECNO KG7h,tecno,budget,budget,tecno kg7h
pJ1gU4hEKHSqEXRVaHGicsXSUt92,addis ababa,addis ababa,SM-T870,samsung,midrange,upper_midrange,sm-t870
kakN7ni7BseXxFAbMgbVOd0jCEe2,other,other,,other,budget,budget,
azxNAjSJErWcUSdEdR6Co79KDIo1,addis ababa,addis ababa,,other,budget,budget,
6wziSHwSS1hYK6pV7VSaYNJRdLv2,addis ababa,addis ababa,,other,budget,budget,
jkvfP1kU4EbItfAkch1Yg64mTnl2,hosaina,south ethiopia,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
lY8uoIRyBIbrsbgOYy2U4dKWAgn2,welkite,south ethiopia,TECNO KJ5,tecno,budget,budget,tecno kj5
3Krwr3jprwU08qCUv74ZTvoKV1V2,other,other,,other,budget,budget,
,adama,oromia,,other,budget,budget,
,addis ababa,addis ababa,,other,budget,budget,
FkAzATTIylRTXOTekZXSPqMzo5M2,bishoftu,oromia,SM-A207F,samsung,midrange,upper_midrange,sm-a207f
CovRsEWNTZNeWZRw42a94hASjwr2,hawassa,sidama,,other,budget,budget,
nkjhWBJsb4glceNRurrlI9XE4XU2,addis ababa,addis ababa,SM-A125F,samsung,midrange,midrange,sm-a125f
A232PXe8ZJfb7kg1a4UhdSmhuH72,addis ababa,addis ababa,,other,budget,budget,
arMwuradhAOiHIumoSpJOJhsPLf2,addis ababa,addis ababa,CPH2477,oppo,midrange,upper_midrange,cph2477
7FKFsslHwIbX2eO3LLeljysqhU22,adama,oromia,SM-A045F,samsung,midrange,midrange,sm-a045f
zSKa75pgm3gnovP19lSA3kmAwcj1,bale robe,oromia,TECNO BC2,tecno,budget,budget,tecno bc2
EhD6mdx3iOg2n7cFLXWnjF76hO12,other,other,ZTE 8050,zte,budget,budget,zte 8050
RkgJIWn2PyU2znvfUsMeLyRLJez2,adama,oromia,,other,budget,budget,
WkbqEMufipOBvmWlWDqdDW6YOev1,other,other,itel W5001P,itel,budget,budget,itel w5001p
VdTCdTylmwNrEvR7DQTQQxwOM6q1,other,other,TECNO KF6i,tecno,budget,budget,tecno kf6i
Kjiahm8clXRGGT3Dp7ubXeLFXY72,other,other,,other,budget,budget,
ixsCehgsKFbdF0ScfQY64JidSBU2,other,other,TECNO B1f,tecno,budget,budget,tecno b1f
8FWtNRRrOwcvvgtcXeiSjbq6QCx2,bale robe,oromia,Infinix X688B,infinix,budget,budget,infinix x688b
cdFtkhaqrrXtvFBPlkppbM7Lmo42,welkite,south ethiopia,,other,budget,budget,
E2nLTUHrvWgD3nqYbC5RMITzoBo1,other,other,,other,budget,budget,
0M9w50kxMuQtgmylxuTcKDwCCrQ2,dessie,amhara,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
bEfRN14xSFhu7UcAA8LGdFXkVWW2,other,other,SM-M336BU,samsung,midrange,upper_midrange,sm-m336bu
Jbr6vmPDB2dOe2Z8CfkPIciWILf2,other,other,,other,budget,budget,
RtkBf0j3W6buy5uOTfaNbbcLdV52,addis ababa,addis ababa,SM-A207M,samsung,midrange,upper_midrange,sm-a207m
r7xBZKeNrXNki1IaRmuRpwpGR4c2,addis ababa,addis ababa,,other,budget,budget,
p6tXq4JvrnWSg6ubB0GUcAgdxSE3,harar,harari,SM-T225N,samsung,midrange,upper_midrange,sm-t225n
Lsosbl8QktdWpQ5GYEvVjf7EMbk1,addis ababa,addis ababa,SM-A325F,samsung,midrange,upper_midrange,sm-a325f
aAiwRbaE8gYrJmrOmKpWfJYpVd83,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
NCGyNdYs5jXxScITuRGBLvxfy7u1,asella,oromia,SM-A556B,samsung,midrange,upper_midrange,sm-a556b
PNYQ8cv8YKXJmerNcF3mORHZMmT2,other,other,,other,budget,budget,
PkYu3wdx9sWVpU8XPvQSbnknxEe2,other,other,SM-A115F,samsung,midrange,midrange,sm-a115f
3sYRwxgRtWPuKW1fMQmhtQKmZkz1,addis ababa,addis ababa,SM-N970U1,samsung,midrange,upper_midrange,sm-n970u1
yiShGq954zO3lc77RCYZGCffvoW2,other,other,Infinix X657,infinix,budget,budget,infinix x657
a0aqDKNadjUaEOF37KyKy2IbEGG3,harar,harari,,other,budget,budget,
PZQHk7RSlIPvxDKmYpsqoQDbvom2,adama,oromia,,other,budget,budget,
ipyrBRdYqoMZDFuTE8RkVIVN5v22,other,other,,other,budget,budget,
aZP2bBJMREafeAO1PDp52ITG2m42,other,other,,other,budget,budget,
xkWyEmAylqPPrtPv7miQcplnRTg1,other,other,SM-G610F,samsung,midrange,upper_midrange,sm-g610f
CSec11gMG4bYMKBwVqfui08blS53,other,other,,other,budget,budget,
mgQyvW4s4CUBJfDP7fytnUaevkm2,other,other,TECNO KL6,tecno,budget,budget,tecno kl6
uAgreX2DQ1eiV23Gf7ZrlUbi4lI2,other,other,,other,budget,budget,
KEdRWx4oQWa2XnmhnmRDApMw6542,addis ababa,addis ababa,,other,budget,budget,
w6YKLzwsaEUR670ZBp9oiYuijGl2,other,other,SM-A715F,samsung,midrange,upper_midrange,sm-a715f
KqsMiQshffbfVcZvMyIKy0DbUu13,other,other,Infinix X663,infinix,budget,budget,infinix x663
f919Pzd45WWoqtT6acBZ3uKah4F2,asella,oromia,Infinix X6516,infinix,budget,budget,infinix x6516
KFgTgandyzYl9h1Jh6gFb5bq4Vj2,jijiga,somali,SM-A145F,samsung,midrange,midrange,sm-a145f
dAhk4837igMLX3MINcsw3rsaqlg1,other,other,SM-M025F,samsung,midrange,midrange,sm-m025f
rnnORTmeKTYgMHuTK2UwIHlWKRG2,addis ababa,addis ababa,,other,budget,budget,
9nHMxo9DSIYMRyK1WpKukP6bk3P2,other,other,SM-J727T1,samsung,midrange,upper_midrange,sm-j727t1
DnUkBK6tlPRrbGoIrTFYAlXwENJ2,addis ababa,addis ababa,SM-G970U1,samsung,midrange,upper_midrange,sm-g970u1
tXBRGICqW0ezc9V3650Lyc7SxUX2,addis ababa,addis ababa,,other,budget,budget,
vD2JS4pbySdVjHoiVb7klyu0zIA3,jimma,oromia,,other,budget,budget,
V18JouYgAUhe75WwZXdTQIwRVUK2,addis ababa,addis ababa,TECNO BD1,tecno,budget,budget,tecno bd1
Ud3zhJiiRZbF9D3PBrUxJDkJzje2,adama,oromia,SM-A127F,samsung,midrange,midrange,sm-a127f
18Q7TwvDsMMAbO3Gb0XS1pk9ku93,hawassa,sidama,SM-M055F,samsung,midrange,midrange,sm-m055f
3gBCkQhmEfStQDPzyfaPx8p9fFg2,other,other,,other,budget,budget,
4yNhnJ7KU0WxugLSm0A31zaPUy82,bale robe,oromia,TECNO KI5k,tecno,budget,budget,tecno ki5k
x305H9VJSsTZPgO4hxL1Wcja0jp1,addis ababa,addis ababa,SM-E135F,samsung,midrange,midrange,sm-e135f
rBkG2KofmGPd9INl850Xxp7PwNo1,other,other,SAMSUNG-SM-G935A,samsung,midrange,upper_midrange,samsung-sm-g935a
kjwY0Vm0DSfDwuIIwYOUNfF5HK73,other,other,,other,budget,budget,
0Lsxk7Wa7GSofBjRKmu48QpbfiZ2,bahir dar,amhara,SM-G930U,samsung,midrange,upper_midrange,sm-g930u
DXnWfgVhWDSVp3TYHQt69VomsdV2,hawassa,sidama,,other,budget,budget,
OansKJgzVpYMDKNztvudz6jT3Um1,woliso,oromia,SM-A057F,samsung,midrange,midrange,sm-a057f
pul0cNwL2gfQfvlo9DcjPCZ5m4k1,addis ababa,addis ababa,SM-A125F,samsung,midrange,midrange,sm-a125f
j6x1AliKORQd7dNnghSG0WBWVmJ2,addis ababa,addis ababa,SM-A125F,samsung,midrange,midrange,sm-a125f
p13FjuWTW9XxjoMPXxvEOPmvRWA2,yirgalem,sidama,TECNO KG6k,tecno,budget,budget,tecno kg6k
rrCyCEbm1qgpvuOVz1lUUW3mTlv2,other,other,SM-A057F,samsung,midrange,midrange,sm-a057f
,other,other,,other,budget,budget,
lw7xW7YDfmQmkB6dRORfMioJfLp1,other,other,,other,budget,budget,
GggEgbCfyRN12wOsP84zIzODFWf1,other,other,ZTE 7160N,zte,budget,budget,zte 7160n
DtlHaipLzybYiKI0jQ3oxbPb7Xz2,addis ababa,addis ababa,,other,budget,budget,
kbJvuV0FCjQ0xWpNTmp7jaX7BUI2,other,other,SM-A225F,samsung,midrange,upper_midrange,sm-a225f
J2XaOTXOVGNO7duh1Bw8KEBwHXv2,bahir dar,amhara,,other,budget,budget,
wNcT4AIHS3R2nlf6NhLAdXCkXhA3,dilla,south ethiopia,SM-A155M,samsung,midrange,upper_midrange,sm-a155m
ZFnW4Zpq1GMnf6AFK3KjdNpWN9T2,addis ababa,addis ababa,,other,budget,budget,
h7eU2KQmqTgc0LYdJjKsnO7SCpQ2,addis ababa,addis ababa,,other,budget,budget,
25PNEojucReqWNPSyrbqmPmB8Bg1,addis ababa,addis ababa,,other,budget,budget,
dfrCcCFToMWuHK46Ea3Kf1MqFpD3,addis ababa,addis ababa,ZTE Blade A54,zte,budget,budget,zte blade a54
Wpf3q5CcLoY5VsgzbePC7wk0iVr1,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
,addis ababa,addis ababa,,other,budget,budget,
V15hFxlpWpbaQG4qxpEbKaBIAW53,jijiga,somali,,other,budget,budget,
1ogHQHnDvCUTpOxdqgD0ViMC77v1,other,other,SM-A505F,samsung,midrange,upper_midrange,sm-a505f
tpQvbktWDeP97bKzBhrvnsZYzcc2,hosaina,south ethiopia,,other,budget,budget,
pFfH3avQnZYmGJ6GapUv3qYzutd2,other,other,Infinix X6516,infinix,budget,budget,infinix x6516
4yZPSWvx0DXjxREKRH2lwEXnnho2,other,other,TECNO CL6k,tecno,budget,budget,tecno cl6k
0eF9QimHBeV9AORL2WjCfi1sbI23,other,other,TECNO CG8h,tecno,budget,budget,tecno cg8h
gHU0DUMqg6go6Dh66ygsggnACSh1,woliso,oromia,SM-A037F,samsung,midrange,midrange,sm-a037f
j2VQyQDq3WWHD3gMyiBElW5Znw33,bonga,southwest ethiopia,ZTE Blade A31 Lite,zte,budget,budget,zte blade a31 lite
zHZuZcb4gsQQX4eajc5SC3iPSI62,hawassa,sidama,SM-X216B,samsung,midrange,upper_midrange,sm-x216b
6wUKd2NiHSReirrQgpEcIIHuvRz2,other,other,TECNO-W3,tecno,budget,budget,tecno-w3
,other,other,,other,budget,budget,
jwFPzGmTYJMnPUV9oNytaCEi6fv1,other,other,SM-X115,samsung,midrange,midrange,sm-x115
W6PLOGmPBDQqTD08BEwc3ESdIzl2,kombolcha,amhara,SM-M127G,samsung,midrange,midrange,sm-m127g
gfYQwbjslwbOgusLHLMkv9PH8sq2,other,other,SM-E135F,samsung,midrange,midrange,sm-e135f
9ztlJxuLvGU3bDdXdgljHPr3Yd42,kombolcha,amhara,SM-A035F,samsung,midrange,midrange,sm-a035f
SOj3VlRv88QIktD9IxSrjjPyRsD2,other,other,SM-N9005,samsung,midrange,upper_midrange,sm-n9005
kfFOEctWfVZGorj0lJTnlbj1WYC3,dessie,amhara,SM-A135F,samsung,midrange,midrange,sm-a135f
kDtMor564FNuV1DzOR3uUwRfChG3,ambo,oromia,TECNO KI5k,tecno,budget,budget,tecno ki5k
8c7zRZmWYtY0stP72hFJEPW13wA2,kombolcha,amhara,SM-M135FU,samsung,midrange,midrange,sm-m135fu
sk3BLn6NOyOEcf13YOkJhAtjhp32,goba,oromia,,other,budget,budget,
9OgI5IHOAhVYmdBQTDnLOmEI59C3,other,other,,other,budget,budget,
pPwSZPYCh8QO4F8WYjrHATDhAdo2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
paUcTYPgPSSMmJBckaXF6KbSNSB2,dire dawa,dire dawa,,other,budget,budget,
k36dYsxsykOo538GANVMPlQhNeJ2,mekelle,tigray,,other,budget,budget,
Q4W9v0bSWKMgc4MEionZ3IVJFUx1,other,other,CPH2471,oppo,midrange,upper_midrange,cph2471
g4fwO8eE9JbZU1FKWcOmuAI0diV2,dessie,amhara,Infinix X6516,infinix,budget,budget,infinix x6516
zuaZU4x8Y4bzCHQUMelyQYLepg92,other,other,,other,budget,budget,
cinT1WrTGWUQQk7nrx8kuoSIxcE3,other,other,SM-A137F,samsung,midrange,midrange,sm-a137f
rADEpntlAoZAweNSydgfBVQwgl92,adigrat,tigray,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
7ItNeEHI01aTxs4OlUKZbmNgMOI2,other,other,SM-A035F,samsung,midrange,midrange,sm-a035f
J4RLcDSwxyOmsZUm4XAtxGAAEzm1,other,other,,other,budget,budget,
k8cJ5Y4dHNOoP01ZucBVUfDtax22,other,other,TECNO KD7h,tecno,budget,budget,tecno kd7h
rxilBvfRbYWVNMPFZ27gpjYAP3x2,adama,oromia,,other,budget,budget,
aaRwxJ0gU4U0eEoay3b2xOuyHZg2,other,other,,other,budget,budget,
8kZ3BkbIWhZTp4MZdB9laaf4bct1,mekelle,tigray,TECNO BF7,tecno,budget,budget,tecno bf7
ixzbe8RwyFcCnka9LWsBdIGoKoC2,gondar,amhara,SM-A125W,samsung,midrange,midrange,sm-a125w
Xv2E72NHZrZlnOU42wnpYDQQzpE2,other,other,,other,budget,budget,
qtx9OtTUZha4N87hFUPL1oNg2U23,goba,oromia,Infinix X665C,infinix,budget,budget,infinix x665c
yV13x1GEzJXFG2EzOsLB39EZkuf1,ambo,oromia,,other,budget,budget,
mS7eGgxECaXwuniV8oWLSLnEOH52,mekelle,tigray,TECNO BA2,tecno,budget,budget,tecno ba2
A9QWWJDM6HPaoo3nFTHPNCWak9z2,mekelle,tigray,SM-X205,samsung,midrange,upper_midrange,sm-x205
,addis ababa,addis ababa,,other,budget,budget,
bJmvghvwn3ZiRz5wIIjW0UKCAp32,mekelle,tigray,SM-A325F,samsung,midrange,upper_midrange,sm-a325f
tdkUGAMeQYhjmkrI6QRTxDO4HQ83,mekelle,tigray,SM-A135F,samsung,midrange,midrange,sm-a135f
t2e47SgXE8YHlarDFO1lfQt3EEH2,other,other,SM-A155M,samsung,midrange,upper_midrange,sm-a155m
aV1LErjekiQ4sRCG9YL5AK2NTiz1,dessie,amhara,SM-A045F,samsung,midrange,midrange,sm-a045f
NpYxB4Q7WURxkPLqFrSqEOjaWOx1,woldiya,amhara,,other,budget,budget,
AHraWjZ15zXaYpjOZMyVzK7eCW93,other,other,23053RN02I,xiaomi,midrange,upper_midrange,23053rn02i
NMJOF4ExHCaeyBN0L6vEGX0QQ8h2,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
wLrw076vBHXAFIEkHxk8onTEzPz1,other,other,SM-A155M,samsung,midrange,upper_midrange,sm-a155m
riP6KqvrFlZRlpHHSVKBrjhtLB82,dessie,amhara,,other,budget,budget,
6hozo9uLZXcYVQlShMPmshOI0Pq2,other,other,,other,budget,budget,
4qV90FfAu4Nr3yK1KqMWKzFgzMw2,other,other,SM-G611F,samsung,midrange,upper_midrange,sm-g611f
mXegOR5ZzaXeVOwrZy0RMGZrG8G3,other,other,,other,budget,budget,
ZJxXEJhoqTOjtUH9yUSBThgWLAA3,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
L1ywfRunOYdoxIm08vvRaUQfX7l1,adama,oromia,SM-M145F,samsung,midrange,midrange,sm-m145f
ZFX0RtaCtmf9VQCaPxKxf0eGy722,harar,harari,SM-A260F,samsung,midrange,upper_midrange,sm-a260f
xbkqKhM1JVQiRY087YAJrfPxMk53,other,other,SM-A125F,samsung,midrange,midrange,sm-a125f
ipIcmirVbZTY20IdygvEj0RZT0O2,debre birhan,amhara,Infinix X657,infinix,budget,budget,infinix x657
,other,other,,other,budget,budget,
ZWPp9VvNVfPUOvtjLxB6KPl2qj12,other,other,,other,budget,budget,
tCJ6tkYen9TM14o7MiZdcpiz3r72,harar,harari,SM-E135F,samsung,midrange,midrange,sm-e135f
wTW3gmUEczLZuWNvXyV9Rv6Whvv1,other,other,ZTE Blade A34,zte,budget,budget,zte blade a34
PIryqlbiQ2Teen9klruLFWQzaFA2,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
,addis ababa,addis ababa,,other,budget,budget,
gByrbyvwzKdxBljn6IZrMsEaRkU2,other,other,SM-A225F,samsung,midrange,upper_midrange,sm-a225f
zV1fzNUVVgTOV1yH5HLRujveQV12,other,other,SM-A127F,samsung,midrange,midrange,sm-a127f
UTlfjqfeMKcKPZPW0bGrU0gz8Y13,other,other,SM-M127G,samsung,midrange,midrange,sm-m127g
UzebacIzN9gfFQIAFPwrbuT9eFC2,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
bdstk5TKr5cizRPf5qlUWMtjoE62,other,other,TECNO KG5k,tecno,budget,budget,tecno kg5k
eHdsRaFES0WKACEMQkYWG25zzIt2,other,other,,other,budget,budget,
UvAQxaOFq0VfsrniEqmyC9FT2P12,bale robe,oromia,,other,budget,budget,
CsxRNIDThtTp6of2FPgqm1blU3u2,other,other,SM-J600F,samsung,midrange,upper_midrange,sm-j600f
ovMEiM3TUGgx8MciNEaWMgu0ba63,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
oqmaQUZ9ZORSAud8LEejEYRulrn1,bale robe,oromia,,other,budget,budget,
KX8IDEHThLWmQzzg4NBhnEIUXtr2,other,other,,other,budget,budget,
KCccE1IcovRFjgUreMB5uGyP8Af1,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
b0PgqWGwHfXSDIiwjaJDcNnCSj62,jijiga,somali,,other,budget,budget,
bG1GtLqhEegBP6rvcfnCBRgsVp22,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
w2qZEVat34NeMBjF9DglDXlEmEi1,addis ababa,addis ababa,SM-X205,samsung,midrange,upper_midrange,sm-x205
GcoZZgwmoqVKUkjlgIMq6Gl18TO2,addis ababa,addis ababa,,other,budget,budget,
B6Xo8Lqms5YHl03GHG15ehTvEMk1,other,other,SM-A245F,samsung,midrange,upper_midrange,sm-a245f
rriysAdekecOTjy7uY0Wnkxlmsu2,addis ababa,addis ababa,,other,budget,budget,
W1jDZbVcrbdNgBhEVBKZv219h3t2,other,other,SM-A307GN,samsung,midrange,upper_midrange,sm-a307gn
7yoUxGgVwGYUmYf5cHcwPjUAVw92,asella,oromia,,other,budget,budget,
bnC8EeXPI4PqEL3lsJtMJl3fXvi2,nekemte,oromia,,other,budget,budget,
raWvDURuedfAbukmpOOMPHNvMcv2,other,other,TECNO KE5,tecno,budget,budget,tecno ke5
0Xw4fIdknuXzFYvLl56xrnBHzO42,other,other,SM-A260G,samsung,midrange,upper_midrange,sm-a260g
MRJxRZDcmLg6xvW7hzMTeK9D2T62,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
cCXADCor3vfdILx7YVzTumcezTS2,hawassa,sidama,SM-T295,samsung,midrange,upper_midrange,sm-t295
07jPQMFgjxVoj7zX7SrBldmb8Qz2,other,other,SM-M127G,samsung,midrange,midrange,sm-m127g
12NSoh1Y5EheJIE8AmjXKvFgFm13,hawassa,sidama,TECNO KI5k,tecno,budget,budget,tecno ki5k
zzvHGgcZouXJqfk7PBajJ3ulzmo1,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
Nv0W3kEbzXSIm8o6Ka3TB0SEp9n1,other,other,SM-A525F,samsung,midrange,upper_midrange,sm-a525f
9hCVYOIzisMtgI11B8Im2crd7G33,other,other,SM-A105F,samsung,midrange,midrange,sm-a105f
zoU3TFxkmlUpsNDxxXTr197UnkY2,other,other,TECNO CL6k,tecno,budget,budget,tecno cl6k
NjW20U5U7UN5CiFulNR6IoykKXC3,dessie,amhara,SM-M127G,samsung,midrange,midrange,sm-m127g
aLurjkZWiChM6tsAjxkpAP02UzJ3,hawassa,sidama,TECNO F1,tecno,budget,budget,tecno f1
TlMRUcZ7X4Q6jxVAXdbtZHGjgo02,other,other,,other,budget,budget,
K1TQPHYNKISQHHcayL6J98aKrmr2,hawassa,sidama,TECNO KL4,tecno,budget,budget,tecno kl4
Tok37ZJx1WbhvLLQnXKCt0GMhrF3,hosaina,south ethiopia,TECNO F1,tecno,budget,budget,tecno f1
u2G9n3vZt9eBgjF4db1bRrWoWVL2,hawassa,sidama,,other,budget,budget,
ISpxWIcrEfe62FAN8jVrZvab3b03,arba minch,south ethiopia,TECNO CG6,tecno,budget,budget,tecno cg6
vevc0W64rJQNK75qKegX1kdNFoO2,dilla,south ethiopia,Infinix X669,infinix,budget,budget,infinix x669
udgOOtImEtZmdCN7RdqCS9hVZN73,other,other,,other,budget,budget,
4VW8pwc99AQiirop3k3dNvEliOp2,hawassa,sidama,SM-A145P,samsung,midrange,midrange,sm-a145p
ub3TamgIiEVGpbIKz3hjfoj6DPp2,hawassa,sidama,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
1uc81zzBNlR0WaCHDNXo49DpGWm1,jimma,oromia,,other,budget,budget,
fqsjy6vhvDOtxtXi4HedOPvaP1E3,sodo,south ethiopia,TECNO KG7h,tecno,budget,budget,tecno kg7h
qvGhRjnfvBZH91B1SgNv4SG4gJr1,addis ababa,addis ababa,,other,budget,budget,
nJ1kYsOV15Wr0yQR70CG0fsAoOw1,hosaina,south ethiopia,Infinix X669,infinix,budget,budget,infinix x669
,arba minch,south ethiopia,,other,budget,budget,
qAn6O25r75akUROcWJaMSQmGMDR2,other,other,,other,budget,budget,
PgqNf369tfUIiLkA6Tp0H1r4zg22,dilla,south ethiopia,TECNO LE6,tecno,budget,budget,tecno le6
8oOO1GqW5we4WkVgvcDccVq44MM2,other,other,,other,budget,budget,
,hawassa,sidama,,other,budget,budget,
DBefw4GdQcPGJABTn5RYZt3kOJu2,hawassa,sidama,SM-A325F,samsung,midrange,upper_midrange,sm-a325f
yBXl4wOZDMNInXTasBhxhNVT0zy2,dilla,south ethiopia,Infinix X665E,infinix,budget,budget,infinix x665e
bzpfOyC9YRZRCMcRg2tYLKjgC0Q2,dilla,south ethiopia,ZTE 9030,zte,budget,budget,zte 9030
uZbfOXonPkbJXZqNyBzoBQINbUS2,other,other,,other,budget,budget,
k7GzilaNxuOvwoKhVk6dNicvlvi1,hawassa,sidama,SM-A047F,samsung,midrange,midrange,sm-a047f
iAOdHKclXqZm1cn83IgOynMwugh2,hawassa,sidama,Infinix X6516,infinix,budget,budget,infinix x6516
wSMQEgkSurQosj1ZniodKsU9Ccp1,other,other,SM-A315F,samsung,midrange,upper_midrange,sm-a315f
ej79icYxe6TwLvZag2BUXoxNIxr2,other,other,Infinix X6816C,infinix,budget,budget,infinix x6816c
f4I4gajFuqcJY1JgYmwUnksGQEP2,other,other,,other,budget,budget,
qsTgLN36sLQ5vwniqnIocJY9MiE3,yirgalem,sidama,RMX3269,realme,midrange,upper_midrange,rmx3269
2UIpsWNV2tUggWlMFDAN8Z1tnOL2,hawassa,sidama,SM-G970U1,samsung,midrange,upper_midrange,sm-g970u1
Kd1JRcO7CtYyplcThrLAvbQrE6x2,hawassa,sidama,TECNO CG7,tecno,budget,budget,tecno cg7
nhEr5EqHVVciqjWetbtQFE2aAUj2,hawassa,sidama,SM-A022F,samsung,midrange,midrange,sm-a022f
kq9rRLrodBM9ApMHlTZWGnwPr092,hawassa,sidama,Infinix X6816C,infinix,budget,budget,infinix x6816c
nO0JmlP1D9MlA8a4e9AHYegDtOZ2,other,other,,other,budget,budget,
CAKizScjZLbw8sLWyi1kvl1J9vM2,hawassa,sidama,itel A662L,itel,budget,budget,itel a662l
sz0DKBOrGNNrOvjrn2Jxg8kvFuy2,hawassa,sidama,TECNO CH7,tecno,budget,budget,tecno ch7
r8K7t3gETmSp664NQAqaxOF0SMn1,other,other,Infinix X655C,infinix,budget,budget,infinix x655c
tjxzCKzWfSXMunDrkzIbmsf9DO43,other,other,TECNO CK6,tecno,budget,budget,tecno ck6
LjYPeqsEc2PgLxpValgDyXzLPmC3,hawassa,sidama,TECNO BG6i,tecno,budget,budget,tecno bg6i
LO1HOzmYLJXRmE9TL2sr7YIFCX43,addis ababa,addis ababa,,other,budget,budget,
FVAcFcAH0RY9cvIxlAY2chWNUAI2,other,other,,other,budget,budget,
PQlI5X6AdvTR3Amtzu0diTMKeYn2,other,other,,other,budget,budget,
kqwZnIEuItZ0OmBHsiAKrzYaL2H3,other,other,,other,budget,budget,
6G6uNUHsqSYcw92UNSuifATSd9C2,other,other,TECNO KJ7,tecno,budget,budget,tecno kj7
yiGHgLlkFOToI8fC09YX54hb9nU2,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
t9W6LyLp4uRiwBY8VXWWNX1LAWf2,other,other,ZTE 9030,zte,budget,budget,zte 9030
BYkOPNWVvmV4eZCdhhkjiuX8sDL2,burayu,oromia,Infinix X6826,infinix,budget,budget,infinix x6826
ZR1kBaKu2cQz81C3cEjH2HM9zM63,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
ZrzJn7zi2Pc0xqzgYF774E4QUl62,other,other,SM-A325F,samsung,midrange,upper_midrange,sm-a325f
Q2OAi5r2zOgty8QbkeGxwHri5Fb2,addis ababa,addis ababa,TECNO KI5k,tecno,budget,budget,tecno ki5k
1OkGchnTCWbEnp9sXfLoiIdwVCr2,addis ababa,addis ababa,TECNO KG6k,tecno,budget,budget,tecno kg6k
