user_id,city_clean,region,device_raw,device_brand,device_class,device_range,device_model_norm
jQ0XMSjemFUyddpqc7Y2JSUwlI13,hawassa,sidama,JDY-AN00,huawei,midrange,midrange,jdy-an00
YJFBUkJ9vSflxoKJ4x1DljQRgon1,other,other,TECNO KM5,tecno,budget,budget,tecno km5
4NcQdyF7Iieetm238zYZ2DXWZE03,other,other,SM-E135F,samsung,midrange,midrange,sm-e135f
SwXpEr8sZsgWtwTQl6hTNSgpxZF3,other,other,SM-E135F,samsung,midrange,midrange,sm-e135f
X862aT1zI6Vw4rTSLkKPMQrdSYH2,other,other,,other,budget,budget,
mTa9HLVC1UVf1YHibR2iXH9QkET2,other,other,SM-E045F,samsung,midrange,midrange,sm-e045f
BBkuBQvy77MmcBMFKRskvjoOY3j2,mizan teferi,southwest ethiopia,Infinix X655F,infinix,budget,budget,infinix x655f
JtLoBsLjlKS5XG22yRXvMwUlQDB3,other,other,TECNO BG6i,tecno,budget,budget,tecno bg6i
QdPVbFGh9AgY3WeGJ8K8cKavCeO2,other,other,Infinix X6516,infinix,budget,budget,infinix x6516
ACh7H1A41oQqa6Zpjb4aO1kClsP2,addis ababa,addis ababa,SM-A207F,samsung,midrange,upper_midrange,sm-a207f
BqGtn3nJy6a0tWPes5wTXeXF9gG2,other,other,SM-A022G,samsung,midrange,midrange,sm-a022g
RhQf4NzqtzfQZdVE0EjWIndCgMr1,addis ababa,addis ababa,TECNO KL4,tecno,budget,budget,tecno kl4
ip3lafkSBmdm7r6eI2UpLLXKAh13,addis ababa,addis ababa,,other,budget,budget,
hgwPJxScMrgVg7JrnidOCdrBwY63,addis ababa,addis ababa,,other,budget,budget,
Cw4eaSA4quNRVJrtVCWCzknhnif2,addis ababa,addis ababa,TECNO KJ5,tecno,budget,budget,tecno kj5
B4i54fbmwmM2XkU7ivDdQ9nFFE93,hawassa,sidama,Infinix X624B,infinix,budget,budget,infinix x624b
iE55eOQF5zapG40mWoNZ0ypDTFx2,other,other,P20HD_EEA,other,budget,budget,p20hd_eea
CIesrI6Z9oVlCFoQU3b1fHbgA8U2,shashamane,oromia,,other,budget,budget,
T5HkLFmKvHXXfBWniESJ8WQGUKS2,other,other,SM-A135F,samsung,midrange,midrange,sm-a135f
qD7JxSa6xdSVKhG5Z6CanyV1WEo2,harar,harari,SM-A528B,samsung,midrange,upper_midrange,sm-a528b
3OFQH0AhHIO12cfloXoWgIpY2tZ2,jimma,oromia,,other,budget,budget,
rFhWjo2UF7Tb9c6Qc62V4p4vqgZ2,gondar,amhara,Lenovo TB-8504X,lenovo,midrange,upper_midrange,lenovo tb-8504x
atcfLzUDf0W0vl5ea0XaXErpp6z2,other,other,RMP2102,realme,midrange,upper_midrange,rmp2102
jcCWjsY10hg8w0b5ZK5A8A83wN22,butajira,south ethiopia,SM-J600F,samsung,midrange,upper_midrange,sm-j600f
7seFYsljXwdpO3Sb1lxzG3otyBV2,bonga,southwest ethiopia,,other,budget,budget,
n2DRFKGO4uXr6EkoR4eyZ0a9sIy2,other,other,SM-A115F,samsung,midrange,midrange,sm-a115f
C6UTau1bwDMCjljjrOXQ3ZTIAMJ3,arba minch,south ethiopia,,other,budget,budget,
ia7y0Q4fdXT3o8CbdvWaIsgxDUh2,arba minch,south ethiopia,,other,budget,budget,
rUCN9s12VbY34bIVizylyyxaRfh1,other,other,SM-M045F,samsung,midrange,midrange,sm-m045f
XDfO8yt4sjMCx21t5LgNQWUPG613,hawassa,sidama,Infinix X688B,infinix,budget,budget,infinix x688b
jF3yV4VadDhv6xEvX9MeRscoOl82,bahir dar,amhara,,other,budget,budget,
TQRskmm7QsY9ZPtBqoAw4ALkgsE3,addis ababa,addis ababa,,other,budget,budget,
Ez1W7YRMhIYYLMa5jkzlDRhE1TS2,other,other,TECNO KJ5,tecno,budget,budget,tecno kj5
5ayMSKLUl6RXWPvJtOsk2XmWq4b2,addis ababa,addis ababa,ZTE Blade A31 Lite,zte,budget,budget,zte blade a31 lite
1zTynGW6bhdCgDdgsrcoqGrcUZG3,other,other,,other,budget,budget,
4kMHZUlWIIeNVu6nRLpImKh3GGG2,addis ababa,addis ababa,SM-A155M,samsung,midrange,upper_midrange,sm-a155m
hSKjUX1hLnYRNEfC58opYsHC3zI2,sodo,south ethiopia,,other,budget,budget,
DIMd5dQb0sUoKOvFFTGLRx3Mqyp1,addis ababa,addis ababa,,other,budget,budget,
8lDK3QnYtjZKlwFOGgsLi4rTHjZ2,addis ababa,addis ababa,,other,budget,budget,
g5aIc16RCoVMiGcXRnfqaCDw3Sr1,addis ababa,addis ababa,BLU LIFE XL,blu,budget,budget,blu life xl
OtJu6FZKdZcWQ7sknunFoyVQr7F2,addis ababa,addis ababa,SM-G965F,samsung,midrange,upper_midrange,sm-g965f
bEm25uK4uOYFlCup9iCVLzmj0U12,bale robe,oromia,SM-M025F,samsung,midrange,midrange,sm-m025f
eZ6tXdh5crRyoJ9wzoXhSu5w9mz2,addis ababa,addis ababa,SM-A217F,samsung,midrange,upper_midrange,sm-a217f
2BBlMCj1kHgg1URbb9e7rihm6ip2,jijiga,somali,SM-N960F,samsung,midrange,upper_midrange,sm-n960f
XG1rH9gDZmbwr48Izf69JYwqdnS2,other,other,,other,budget,budget,
yYHOkGLAsMQGS8UkFp69kj3qfjn2,addis ababa,addis ababa,,other,budget,budget,
7iVUh7oKChOtcGAFklLImvmu7Rb2,other,other,,other,budget,budget,
dpkZOomGu3f4ZwidHAkNEoS3SZx1,other,other,,other,budget,budget,
1V8eHPNQnJc7mP8sXNsQM3I2A5n1,other,other,SM-M127G,samsung,midrange,midrange,sm-m127g
VTq4e4nE5PMXYW6r0TMsv3NbfDl2,other,other,SM-A032F,samsung,midrange,midrange,sm-a032f
zfddKkE9cLgYW61ktl0CyjTQ8eZ2,hawassa,sidama,SM-A025U,samsung,midrange,midrange,sm-a025u
SbXxjT8WiMTkAQ0aN8XRGslH7HE2,addis ababa,addis ababa,vivo Y66,vivo,midrange,midrange,vivo y66
VKNkmwCk2bUL0aFUO6prdWJiHGE3,addis ababa,addis ababa,,other,budget,budget,
2biD9oL6TVT0qQTCTyORL4Jp4EB3,mekelle,tigray,,other,budget,budget,
MJ3TGpDJ8ANBHM9NbGQjxLPuSuf1,goba,oromia,TECNO CK6,tecno,budget,budget,tecno ck6
VGzvivKuv8NC5UODVxiMGBtv8872,other,other,,other,budget,budget,
wuiiWckL7AQXbNwYsxhg9Uf31su2,addis ababa,addis ababa,,other,budget,budget,
V1KN0765jHQUMh8a9Qr5TS2bRl92,addis ababa,addis ababa,,other,budget,budget,
85q0g2S3FjbKF55Axlm7eyXOpZl1,sodo,south ethiopia,TECNO KJ5,tecno,budget,budget,tecno kj5
eYeBp8DTaOcvS05YhkAOhlh6nNk1,bale robe,oromia,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
hYq2WzShrlWI3HHdFtdLOQxa2Ym2,other,other,,other,budget,budget,
B5ZIxGaSfYOuBXd3ZVcYwju09dI3,dire dawa,dire dawa,SM-A115F,samsung,midrange,midrange,sm-a115f
ZBNaXXvBEQMsJAEbAgVqF5pGTJ63,other,other,SM-A145F,samsung,midrange,upper_midrange,sm-a145f
QIgRYn3fc8T2l2IR9c4zOt6lSb13,mekelle,tigray,,other,budget,budget,
rM6QChlTgEYwxrcIjoXI65vOOD33,addis ababa,addis ababa,SM-M135FU,samsung,midrange,midrange,sm-m135fu
ZlpyoKvS5FMLGSCRAWZunxKLvVa2,jijiga,somali,SM-A042F,samsung,midrange,midrange,sm-a042f
gBlz6QW6ubcHvHEFzCFbTB0q13c2,addis ababa,addis ababa,BLU LIFE XL,blu,budget,budget,blu life xl
HrH8o2SvkdMh5f04qwNaW3Zyz2x1,sodo,south ethiopia,TECNO BF6,tecno,budget,budget,tecno bf6
BwGnlzV7fgVo7OGrs0NxlbyOfs52,addis ababa,addis ababa,,other,budget,budget,
XSzTxPqpvBRXW1Mlsm3QeqNI4m33,hawassa,sidama,DE2117,other,budget,budget,de2117
Gx8b55I4Vgh67xUXXgyLSI5xDPk2,other,other,SM-A245F,samsung,midrange,upper_midrange,sm-a245f
NnsoQShFZ6fWDy2aqnEV2k5XBaH3,debre tabor,amhara,,other,budget,budget,
m9DLz0Qi7zbl1BTORVwPIHPV2Qq1,other,other,TECNO KD7,tecno,budget,budget,tecno kd7
xlCHkXxTelXNVoNmFQVsUuRn3Kg1,woliso,oromia,,other,budget,budget,
7meB60lywjSTNZGpVMWerdv8Mky1,adama,oromia,,other,budget,budget,
b1d18PcaCMd85JlrpllmEXjLgdq2,other,other,TECNO KD7,tecno,budget,budget,tecno kd7
O1sbftHabXQo7PwqFSECtf19GnW2,other,other,,other,budget,budget,
BaD8QenLjMedMUUZcvwICwOOyv03,addis ababa,addis ababa,SM-A516N,samsung,midrange,upper_midrange,sm-a516n
Hk6BT0w18OaOkleUzGx7Af3fObA3,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
wMMRl3nYPLSvfRji4GJhVDJAwxF2,other,other,,other,budget,budget,
kj56XtzveRQyCFsOgukTqA62VSX2,addis ababa,addis ababa,,other,budget,budget,
zW2JJrEahMfA6lt0dPUeTyFXCrE3,goba,oromia,Infinix X657,infinix,budget,budget,infinix x657
bEH2iAcb1gfGD0wpg8nNupJD0Sn1,other,other,,other,budget,budget,
POU6Lw1r3ifRz3SXVyVG4C8NzW43,hawassa,sidama,TECNO CI6,tecno,budget,budget,tecno ci6
kUkFXG29JgY2RziBrhUuFH4CjxT2,bonga,southwest ethiopia,,other,budget,budget,
6pO2DKTObhXlz08bowIYkufKne23,hawassa,sidama,TECNO KF7j,tecno,budget,budget,tecno kf7j
wQoU0GwqXGaItzoQTmjzxwXBkY92,addis ababa,addis ababa,TECNO KG5k,tecno,budget,budget,tecno kg5k
HmzD1NOp10NKdEijpxNHAU8h81Z2,other,other,,other,budget,budget,
4CGcBTVCGvgzYHv7rQ8h4fw9AIz1,addis ababa,addis ababa,,other,budget,budget,
87JMfpnYHGYY96rUVEI0ebRQXsf2,goba,oromia,Infinix X657,infinix,budget,budget,infinix x657
wBfvPafryyVXRqCO2krj3fWpunh1,other,other,SM-J415F,samsung,midrange,upper_midrange,sm-j415f
fwoGN3xHYldEyBiuT21nThVXLsE3,other,other,Infinix X6816C,infinix,budget,budget,infinix x6816c
Jb3wzLowIkRhlq1Gi88l3NMVcNB2,other,other,,other,budget,budget,
1rmjQpCrUlPd6pE50eQrTPjLhtB2,other,other,,other,budget,budget,
Qb85RNdlbbXtcct7qD5k3HfNUI42,addis ababa,addis ababa,SM-A536E,samsung,midrange,upper_midrange,sm-a536e
U6UMZZIJhFdQbWDHVzxwIjtoi1x2,moyale,oromia,,other,budget,budget,
prNxziy9SgSiwRUJ4NaSZl3WES73,other,other,itel W5505,itel,budget,budget,itel w5505
ZueIDdmbjNeQDAIybvcAzif4g4q2,other,other,,other,budget,budget,
mDs4rTqwUfTnHNGz2tqfny9MAZ02,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
5oZCK1EcI7Q8DZFvWru2n1Sl20Y2,other,other,,other,budget,budget,
59YOm0CIKqVzvaYUWWrdVEpKObJ2,other,other,TECNO KG5k,tecno,budget,budget,tecno kg5k
vQTo0ex8TCPHIIzNXM0xCVXBUtc2,addis ababa,addis ababa,SM-A107F,samsung,midrange,midrange,sm-a107f
HdxSf2hDMvSzabar4sAdmg7UG5I3,bonga,southwest ethiopia,Infinix X6816C,infinix,budget,budget,infinix x6816c
bGELvnaqabcrgPdgzmXsF50Er7G2,other,other,TECNO KI7,tecno,budget,budget,tecno ki7
MH2uSs8KU1VpqZ5phGyntR9FnKK2,other,other,Infinix X6517,infinix,budget,budget,infinix x6517
jEk62ZouwWP1aSegoq9wg0QI9qg1,bahir dar,amhara,SM-M055F,samsung,midrange,midrange,sm-m055f
4UbL5XiwoaNSkc56CPxYjzEsnj33,hosaina,south ethiopia,TECNO KI5q,tecno,budget,budget,tecno ki5q
acFQJsYxfwYK9hjpqIHcns8n1le2,other,other,,other,budget,budget,
oL2UocVD1pWsh6Rh4E4n5KalLgp2,dilla,south ethiopia,TECNO BE8,tecno,budget,budget,tecno be8
FICSVnMzZgQipKH0eG8a2SCBlu63,hawassa,sidama,Infinix X650C,infinix,budget,budget,infinix x650c
N8WVJWLyoyPTOj9qVOICvkgDpWa2,other,other,TECNO BF6,tecno,budget,budget,tecno bf6
mMDM3zTesYgF0MqiuqYUDMEqpJU2,gondar,amhara,,other,budget,budget,
4LlxZcXWl5dzs2vUwYQ4v7vUNrs2,addis ababa,addis ababa,SM-A037F,samsung,midrange,midrange,sm-a037f
u7X6FwAhJTYMxc07oQBAa17YVW13,other,other,TECNO KG5p,tecno,budget,budget,tecno kg5p
cDjOHtqg2VM9WXnw7ERbTOx61mI3,other,other,Infinix X655C,infinix,budget,budget,infinix x655c
F5WHkRlI4UfozfGFbaSzoXwZ6V42,addis ababa,addis ababa,,other,budget,budget,
eC7oCttsppgML0WJ9WqagoLARoi2,other,other,SM-M146B,samsung,midrange,upper_midrange,sm-m146b
tPhP2fXUxRMV1mRePTf6mijsczs1,other,other,SM-M025F,samsung,midrange,midrange,sm-m025f
2wYMD3z75nM7uCJIgHc1r5hs4Ke2,other,other,,other,budget,budget,
kchjor2UFCODW0JAqnEUiDzVJp72,other,other,,other,budget,budget,
5u8vXt5GaMahgUG4DWHnkzekJOE3,other,other,SM-N9005,samsung,midrange,upper_midrange,sm-n9005
2OAsOwDsFzgrJwx5kVtmDlppUPw2,hawassa,sidama,SM-S908E,samsung,midrange,upper_midrange,sm-s908e
1zIrwU3cu1MjvqRwExHQ1TBBCap2,addis ababa,addis ababa,TECNO BF6,tecno,budget,budget,tecno bf6
a5v7STM9x4YMlNOTSyscJ5lwJHu1,other,other,TECNO KL4,tecno,budget,budget,tecno kl4
NHbhyY09vzMCq6wcbm8jViIsPoA2,other,other,,other,budget,budget,
hh7T6s2lrxa4gP0eWLWy1mvkLN93,other,other,Infinix X6528,infinix,budget,budget,infinix x6528
cnqTE31PvtaZb9OQLPzDrScYW8I2,other,other,,other,budget,budget,
TeGbywOHV1XhB9BFHFjgkLTeq3k1,bahir dar,amhara,itel P661W,itel,budget,budget,itel p661w
oGL78joRzDYCyBG87wlHOfpZXIN2,jijiga,somali,,other,budget,budget,
vR64gfZP3wZAHXWCb7ICmQ4ct8A2,bale robe,oromia,SM-N950U1,samsung,midrange,upper_midrange,sm-n950u1
aUSxZoqs76RBaB2p2uKi0OkFWHp1,ambo,oromia,SM-A045F,samsung,midrange,midrange,sm-a045f
4bTVun2f1lS2O76jYg7XWrXhy572,dire dawa,dire dawa,SM-A105F,samsung,midrange,midrange,sm-a105f
yrqoEkLl6kOrah91wNoE9Nsa4NX2,other,other,TECNO KL5,tecno,budget,budget,tecno kl5
Tg0gdChk9mckfNbak1U6Z9Gj0O92,hosaina,south ethiopia,Infinix X6525,infinix,budget,budget,infinix x6525
XDtUFkI4oPWGDJcsFKroUzzHkiH3,other,other,TECNO BG6,tecno,budget,budget,tecno bg6
6VnJWhX6TyOhM6NSNMxUOHqOTnZ2,dire dawa,dire dawa,SM-J260FU,samsung,midrange,upper_midrange,sm-j260fu
EyFCUtsLzmU4EgyQ6pgM9hfnpdg2,other,other,TECNO KI5q,tecno,budget,budget,tecno ki5q
4VJK46h7eTZf1tC3eKrMwriffMb2,other,other,,other,budget,budget,
WChUPbuMNqQSCw8Y0mICgAMOQOn2,other,other,,other,budget,budget,
PmXX4oadAEbH7bHyCOEAoBZkjv73,other,other,,other,budget,budget,
0iIWRU3r3xVDwsY6vITQNfXFbFy2,addis ababa,addis ababa,,other,budget,budget,
Xtxucko64je57uk4210AgkpJEtq1,addis ababa,addis ababa,SM-A057F,samsung,midrange,midrange,sm-a057f
ObeCate3elgd1z5NnKEvPS6UXQL2,addis ababa,addis ababa,,other,budget,budget,
v5irhTcZmBPOtJnhw2hsVgqZdlj1,addis ababa,addis ababa,,other,budget,budget,
74hWuc3PzIe9R6x4IchgUxg3rLp2,other,other,,other,budget,budget,
bbNmAcxKDGglsY7jztfdF0iqFhE3,other,other,,other,budget,budget,
uqlixMsFRNMzU8U1LNxHEY9AglA2,other,other,,other,budget,budget,
RA2ugsk73PhJeFTCzMd095XX0hr1,jimma,oromia,,other,budget,budget,
GmRlClFc0iXLduhhzv29WEXKMv53,hawassa,sidama,TECNO KJ5,tecno,budget,budget,tecno kj5
OOntI3vAGSS6quNBgl5Mj5OieuO2,bahir dar,amhara,,other,budget,budget,
vekPVzpczUgThvgfoxUN57lRMmp2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
0x3MUC6uKOO2QlvhWOBk2VuzWCi1,other,other,,other,budget,budget,
wX0YbgGyPPMYEhvpiM5mPG6AvOc2,other,other,,other,budget,budget,
EP87D9VI0hREPu9oOKlsnkFukrm1,mekelle,tigray,,other,budget,budget,
tQiurPDmADg4tMfUio6dRo7Kdlf2,other,other,,other,budget,budget,
up0sZrM2TWN8F0InR0xXdjsflIx2,other,other,220333QAG,xiaomi,midrange,upper_midrange,220333qag
Bc6CAkViKSUMPswMzOd6fEvMqjp1,other,other,,other,budget,budget,
ZlbDUrEZRBffS8YDq2n0n2Wia9p1,other,other,,other,budget,budget,
dTuk1dN6zcPZf3H91XFrg5vbZZP2,hawassa,sidama,SM-E225F,samsung,midrange,upper_midrange,sm-e225f
itIvkE7SbWQODAacPaps1u9j9q82,other,other,,other,budget,budget,
ZRKmv2SCxOT5t6z8lulx2K4nf8M2,other,other,,other,budget,budget,
RcWx0RhvwSecDIkyqwqFgWiszdm1,hawassa,sidama,TECNO F1,tecno,budget,budget,tecno f1
1OMWPc9PD4ToYPuWDMxcqwen83I3,other,other,TECNO BG6m,tecno,budget,budget,tecno bg6m
5Q73RUvr2mUl87pClezdmIwWwhg2,adama,oromia,SM-A127F,samsung,midrange,midrange,sm-a127f
zWpyEqpwR7d0rWVEemPqpIwSyA62,hawassa,sidama,TECNO KA7,tecno,budget,budget,tecno ka7
IAu4z2iNO1Ok8pba8WZkn0pBAIe2,other,other,,other,budget,budget,
7jkOwrojmKNeO73gkaKSeoC6ds02,other,other,,other,budget,budget,
OEU9yXZNJnaGsiGICMhKSyVJZkR2,other,other,CPH2477,oppo,midrange,upper_midrange,cph2477
iueSvC0mheQmafwYQxNGblhc15f1,other,other,A17 Pro Max,other,budget,budget,a17 pro max
4u4B7CxqAkWJhXnMnrmGPHaDUU73,other,other,,other,budget,budget,
Vh74UUq0elaOpQGes55HZO7s9fV2,other,other,,other,budget,budget,
0kJLS6QFWHM9Vb0BsIDFpFO0Ex92,other,other,,other,budget,budget,
w0pMw3GzVzbZmKXwPlWAZzn3xl92,other,other,SM-A042F,samsung,midrange,midrange,sm-a042f
ehKde7dgGlWeQ9StXPeps6AgvPF2,other,other,RMX3760,realme,midrange,upper_midrange,rmx3760
e6OSJJOFAfPa9LbVaI8gVWn5xbK2,other,other,itel A663L,itel,budget,budget,itel a663l
buo6wX7qyadwTvJUAu9uqFx4cMh2,other,other,,other,budget,budget,
jn2AyNGiIBhLTzarXYHkDRcsDOw2,other,other,V2111,vivo,midrange,midrange,v2111
zaXHLcVxzAYXBq4BTbdzYqJ0tKO2,other,other,,other,budget,budget,
2T9FMnNMkscFR4BRPiVC8vsXT7m1,other,other,,other,budget,budget,
3t2TDm7LEkSs6cKz1k690x62AeK2,other,other,SC-56B,samsung,midrange,midrange,sc-56b
zK7eOddZA8RFBlbMIYMvIPccyIF3,other,other,itel L6503,itel,budget,budget,itel l6503
THfzzmwQMKZCfGhj4faO1I1MU1Y2,other,other,,other,budget,budget,
NzOgkhEf9ANzWyZxbF8rdvk0qPq1,other,other,Redmi 7,other,budget,budget,redmi 7
TsjNY1j0ZHTgiON7xhM7eTSWu292,other,other,,other,budget,budget,
EU1BZgjUcQRUC3dJDAI3MgUrn6G2,other,other,SM-A047F,samsung,midrange,midrange,sm-a047f
k98QdZTN4jagxJFQS8YY3vuPywi1,other,other,,other,budget,budget,
Mswudfs7GhShdFdZTAMOhR8t8602,other,other,23053RN02A,xiaomi,midrange,upper_midrange,23053rn02a
eTsQpluxf0ezzRDaX0mgzryPxKg2,other,other,,other,budget,budget,
5r08mCpFmSgaRVlI2wGwnmoBzV73,other,other,,other,budget,budget,
dKb46iKGuZcv8m6jbCHBT0eOpvH3,other,other,Z2450,other,budget,budget,z2450
AIVRZEEHnXNFHOFs37h10BLMA5n2,addis ababa,addis ababa,SM-A022F,samsung,midrange,midrange,sm-a022f
V6jH7q0VOHMX2w2wAE5zYwXveOI3,other,other,,other,budget,budget,
A8KkIxp3jQad4r1iK62qwux9ed42,other,other,itel W6004,itel,budget,budget,itel w6004
DyLCgEuP9qRz7BL1zphJ51Msg0n2,other,other,PLK-AL10,huawei,midrange,midrange,plk-al10
Pz5ELKEu7BNgkHN1ADNjkwpHm1y2,other,other,,other,budget,budget,
Ovj6st6vKEQ6DhmO7t178PkCtGh2,other,other,,other,budget,budget,
xeCwLY72YSfLjdtw9xQ6hScfmOr2,other,other,,other,budget,budget,
3rjYTveLgUgVJ8KDpmK7o5pRV5B2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
irTPQkIqQ7aZkwV9bmRlqteioON2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
RPxvC1CcJPQnpiYLhrwJEb8oEMw1,other,other,,other,budget,budget,
cKvxAV8oH1NoIyNov0LuIt1lxN83,other,other,,other,budget,budget,
VUwu008IeJSZsJdrs7UQHpQAmqr2,other,other,,other,budget,budget,
2ob6GwwXFbV3hWcAU88KI1EE2jV2,other,other,,other,budget,budget,
,other,other,,other,budget,budget,
aXpO2vcgAITNvTt48TxbvczeBLC2,other,other,SM-A226B,samsung,midrange,upper_midrange,sm-a226b
HZijDx3MQ8RATi7IQCQBB1KJFEd2,other,other,SM-M145F,samsung,midrange,upper_midrange,sm-m145f
xKKVAx7KCdgRZg73UHhWSnWTgOo2,other,other,SM-A307FN,samsung,midrange,upper_midrange,sm-a307fn
w2DaIt5NwESdXhGQgG9Pt97oYB33,other,other,SM-A055F,samsung,midrange,midrange,sm-a055f
TNfM9UAEYJXNifVJ82XUkFatOo32,other,other,,other,budget,budget,
GD6xP3qQtKfF6RdkaDIy26S7dVT2,other,other,SM-A037F,samsung,midrange,midrange,sm-a037f
0ow4SsvfMFVSvVWFRWmv1TzPL8I3,other,other,CPH2197,oppo,midrange,upper_midrange,cph2197
oCGx2qet8ufH2JCtFAJiYWNmnfY2,other,other,,other,budget,budget,
NQhDNbVBYpZkTf4lkX53ovd02wk1,other,other,SM-A042F,samsung,midrange,midrange,sm-a042f
DAiNi07GL8fo8ROo8FD0Sk6o0zO2,other,other,,other,budget,budget,
bFEeCIiDOLcKRJa3ouFVzDPLCZA3,other,other,,other,budget,budget,
SLdXWkWcnHVx2LtduB1T8MwlkWr2,other,other,,other,budget,budget,
2VENdkKb4hQmvqxCF5UJIuxczAi1,other,other,,other,budget,budget,
pTLyy6ISf0ebX8nLmMX5z5I6EmF3,other,other,,other,budget,budget,
JhLP8Xg36egaTzipUWrWPAYMWwM2,sodo,south ethiopia,SM-A135F,samsung,midrange,midrange,sm-a135f
Vv534HSE8rUctoKLXYxGeU6nsEi2,other,other,Lenovo TB-7305X,lenovo,midrange,upper_midrange,lenovo tb-7305x
DknOHNK9lLgXX8XASNJKh0kjLBo2,other,other,SM-E156B,samsung,midrange,upper_midrange,sm-e156b
hBsWHWnXdWX3YgsYJ9EKCeVT1k33,other,other,SM-A125F,samsung,midrange,midrange,sm-a125f
NC59RXdgF0Tevx5IB3MCMKCmlfA2,other,other,SM-M326B,samsung,midrange,upper_midrange,sm-m326b
dIjePftDK8cpnZSsJUuZqYgRCRk2,bahir dar,amhara,MAX 5X,other,budget,budget,max 5x
oKAUenTaHYWLE6sz7MCjCo3ibfx2,jimma,oromia,TECNO BC2,tecno,budget,budget,tecno bc2
05PLV3A7JPXc9kMQJ4NFYfgQCEy2,harar,harari,SM-M135FU,samsung,midrange,midrange,sm-m135fu
fC8V66Eep4We1oKcbjqFueDOnFq2,hawassa,sidama,TECNO KG5k,tecno,budget,budget,tecno kg5k
Me3brSv8zrVTZ41gGC1EQykjEj43,yirgalem,sidama,Safaricom ET Kimem,safaricom,budget,budget,safaricom et kimem
QEtTWJM3ygXZc0CKZ4rAki8iB2A2,other,other,,other,budget,budget,
DG2YFaDn2CWpFGMvLRsyY3ZqQro1,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
MfYjg1tGt7dVLavC3N0fhNCshDC3,other,other,,other,budget,budget,
sfZww7Pp0jhhaaUnnvdn5HvgX9U2,areka,south ethiopia,TECNO BE6,tecno,budget,budget,tecno be6
vzZTAkqnGhTcKOHDFqDwbwIQMkk1,harar,harari,,other,budget,budget,
eJYnfMgg0VcBxLmVaiFuqEKjcIz2,other,other,,other,budget,budget,
bPrUSkdwtKOdZVfVXAgWPTXBmvH3,other,other,,other,budget,budget,
dTz31xBWmmdbi47nv9cSeGxjrA22,other,other,Infinix X657,infinix,budget,budget,infinix x657
B2jr1uRxkohRAWjhlNVEawhX00A3,other,other,,other,budget,budget,
du58nJZsqHRw66HYOfUKpbpu3m52,other,other,,other,budget,budget,
qPLRcUAz8UTjqdb3HW53guf3D383,other,other,TECNO BD2d,tecno,budget,budget,tecno bd2d
WpGgQGS5TndJzrGz4J3RXhkQRFx1,hawassa,sidama,CAM-L21,huawei,midrange,midrange,cam-l21
9xbBPknKTnUFDmBMWUVkKyNyQHT2,other,other,TECNO KI5q,tecno,budget,budget,tecno ki5q
WAunlXYLrrc1gEJMWTsA60zROzq2,addis ababa,addis ababa,SM-T225N,samsung,midrange,upper_midrange,sm-t225n
8Kc8XTCT1kPC1RCUA6HBzCAAnod2,hawassa,sidama,TECNO BG7,tecno,budget,budget,tecno bg7
qI4Iia4IbHWNDwOZjh6Jbye4vgO2,bahir dar,amhara,,other,budget,budget,
8wjlJb5H2SPuHoUQOd806K4jnaG3,adama,oromia,Infinix X665B,infinix,budget,budget,infinix x665b
hY3zSP3avITlZguLrjd1dzrvAH62,other,other,TECNO CI6,tecno,budget,budget,tecno ci6
nIXcheKK9AdFY1wrQC2jDhQXJmn2,other,other,SM-A065F,samsung,midrange,midrange,sm-a065f
fdIDPppsSbXBL7zepz4NBUSFu353,other,other,TECNO KD6,tecno,budget,budget,tecno kd6
Jnx87dd4S2agbNR63WLFSB32xC53,other,other,,other,budget,budget,
WEUqxk2zcsQdmzHdBkYVf8ExQpo2,other,other,TECNO KL5,tecno,budget,budget,tecno kl5
XMpeESxCSuMseNjyaTV9bW8JyhB3,other,other,SM-M022G,samsung,midrange,midrange,sm-m022g
PhULmvSUhOg8ZT1tTQa775xvxcF2,other,other,SM-A035F,samsung,midrange,midrange,sm-a035f
uU0rSg1jRDbVdBxdo1XgzJrbX1C3,addis ababa,addis ababa,SM-A035F,samsung,midrange,midrange,sm-a035f
w3GBw6PYrTa1B7t24EiipunAduF2,other,other,TECNO BG6,tecno,budget,budget,tecno bg6
W7vCkxlScpUlJLipSyqNVhGshqC3,other,other,,other,budget,budget,
Z5vA2IwdVyMsPij4xOLT2h9r3m23,adama,oromia,SM-A515U1,samsung,midrange,upper_midrange,sm-a515u1
W5jqYlCGTBSFNYceI478jXgIPUo1,sebeta,oromia,,other,budget,budget,
2PcI4maoEvYPo3K32XYPpyxComa2,bahir dar,amhara,SM-M145F,samsung,midrange,upper_midrange,sm-m145f
d2HkKOfowTgmneccULx9i3KLH9z2,other,other,TECNO BE8,tecno,budget,budget,tecno be8
x1pbLL6Lw8SmIPh1pmpxGvznf5G3,other,other,SM-A125F,samsung,midrange,midrange,sm-a125f
